candidate_id,candidate_name,latitude,longitude,district,mclp_selected,pmedian_selected,pmp_selected,selected_by_both,selected_model_count,mclp_covered_demand_weight,mclp_covered_demand_count,pmedian_assigned_demand_weight,pmedian_mean_assignment_distance_m,ahp_score,source_record_count,merge_method,merge_warning,mclp_coverage_norm,pmedian_distance_quality_norm,ahp_score_norm,preliminary_priority_score,priority_score,final_selected,selection_stage,rejection_reason,minimum_distance_to_selected_m,blocking_selected_stop_ids,conflict_group_id,final_selection_rank,decision_order
STOP_026,무실동_2번_임시정류장,37.317373,127.932901,무실동,False,False,False,False,0,0.0,0,0.0,,0.1691692993774424,2,exact_id,,0.0,0.0,0.1908589893652383,0.1060327718695768,0.09542949468261915,False,REJECTED_TARGET_REACHED,target_stop_count reached,388.7568278880031,STOP_025,16,,25
STOP_027,무실동_3번_임시정류장,37.315301,127.927621,무실동,False,False,False,False,0,0.0,0,0.0,,0.1350525795989759,2,exact_id,,0.0,0.0,0.1411175206911151,0.078398622606175,0.07055876034555755,False,REJECTED_TARGET_REACHED,target_stop_count reached,577.5010370851937,,16,,26
STOP_028,무실동_4번_임시정류장,37.31854,127.930576,무실동,False,True,True,False,1,0.0,0,1.242534054074533,215.33289052005568,0.3569699645018551,2,exact_id,,0.0,0.5406114980015828,0.4646684576237186,0.3782850315690843,0.3404565284121759,False,REJECTED_DISTANCE_CONFLICT,177.0m from an already-selected stop (min_stop_spacing_m=400m),176.956792563287,STOP_025,16,,27
STOP_029,무실동_5번_임시정류장,37.3205,127.929734,무실동,False,False,False,False,0,0.0,0,0.0,,0.1741373236649834,2,exact_id,,0.0,0.0,0.198102265567512,0.1100568142041733,0.099051132783756,False,REJECTED_TARGET_REACHED,target_stop_count reached,57.71267331279195,STOP_025,16,,28
STOP_030,무실동_6번_임시정류장,37.311487,127.944349,무실동,True,True,True,True,2,0.427635894524934,1,0.427635894524934,0.0,0.427635894524934,2,exact_id,,0.3086118537824293,1.0,0.5676979155374701,0.7061903650280232,0.6455713285252208,True,SELECTED_GREEDY,greedy selection by descending priority_score,1579.5266582456243,,17,5.0,29
STOP_031,무실동_7번_임시정류장,37.316912,127.931444,무실동,False,False,False,False,0,0.0,0,0.0,,0.0382627774965839,2,exact_id,,0.0,0.0,0.0,0.0,0.0,False,REJECTED_TARGET_REACHED,target_stop_count reached,372.0607434523965,STOP_025,16,,30
STOP_032,반곡관설동_1번_임시정류장,37.353236,127.994764,반곡관설동,False,False,False,False,0,0.0,0,0.0,,0.1721560755302285,2,exact_id,,0.0,0.0,0.195213646946774,0.1084520260815411,0.097606823473387,False,REJECTED_TARGET_REACHED,target_stop_count reached,544.5449449238561,,18,,31
STOP_033,반곡관설동_2번_임시정류장,37.351647,127.996765,반곡관설동,True,False,False,False,1,0.734483652113107,3,0.0,,0.177878347365112,2,exact_id,,0.5300545729523611,0.0,0.2035566004038449,0.230876905324883,0.2077892147923947,False,REJECTED_DISTANCE_CONFLICT,359.2m from an already-selected stop (min_stop_spacing_m=400m),359.2252535225097,STOP_035,18,,32
STOP_034,반곡관설동_3번_임시정류장,37.35145,127.986811,반곡관설동,True,False,False,False,1,0.521664897613737,2,0.0,,0.2361222633647778,2,exact_id,,0.376469733170188,0.0,0.2884750199344422,0.2439238406680652,0.2195314566012587,False,REJECTED_DISTANCE_CONFLICT,355.6m from an already-selected stop (min_stop_spacing_m=400m),355.58611358298697,STOP_036,19,,33
STOP_035,반곡관설동_4번_임시정류장,37.348458,127.996115,반곡관설동,False,True,True,False,1,0.0,0,0.734483652113107,301.2567328154553,0.3844492292177665,2,exact_id,,0.0,0.3573026448918649,0.5047326547074362,0.3598076181467678,0.3238268563320911,True,SELECTED_GREEDY,greedy selection by descending priority_score,1195.2877800046147,,18,17.0,34
STOP_036,반곡관설동_5번_임시정류장,37.350718,127.982895,반곡관설동,False,True,True,False,1,0.0,0,0.521664897613737,177.79305679149348,0.2855426342489592,2,exact_id,,0.0,0.6206985109060403,0.3605288939927166,0.3382268324195182,0.30440414917756636,True,SELECTED_GREEDY,greedy selection by descending priority_score,1195.2877800046147,,19,18.0,35
STOP_037,반곡관설동_6번_임시정류장,37.33023,127.991815,반곡관설동,True,True,True,True,2,0.2153882863753108,1,0.3999562817136045,266.9894567146974,0.2153882863753108,2,exact_id,,0.155439192996531,0.4304080241837811,0.2582453122248951,0.3736578883872333,0.34629209954851,True,SELECTED_GREEDY,greedy selection by descending priority_score,1983.5708815543742,,20,15.0,36
STOP_038,반곡관설동_7번_임시정류장,37.334406,127.988833,반곡관설동,True,False,False,False,1,0.1845679953382937,1,0.0,,0.1845679953382937,2,exact_id,,0.1331971238137879,0.0,0.2133099681736548,0.1481048987217611,0.133294408849585,False,REJECTED_TARGET_REACHED,target_stop_count reached,533.9789134293948,,21,,37
STOP_039,지정면_1번_임시정류장,37.39957,127.932846,지정면,True,True,True,True,2,0.2736624162646717,1,0.2736624162646717,0.0,0.2736624162646717,2,exact_id,,0.1974938649334892,1.0,0.3432077829789849,0.5567807383068781,0.5111026644761903,True,SELECTED_GREEDY,greedy selection by descending priority_score,679.4729342385887,,22,11.0,38
STOP_040,지정면_2번_임시정류장,37.401368,127.924519,지정면,True,False,False,False,1,0.1982114292636308,1,0.0,,0.1982114292636308,2,exact_id,,0.1430431762372728,0.0,0.2332018113992444,0.1613439343856408,0.14520954094707678,False,REJECTED_TARGET_REACHED,target_stop_count reached,607.7751888389253,,23,,39
STOP_041,지정면_3번_임시정류장,37.39025,127.936215,지정면,True,True,True,True,2,0.2458299890131952,1,0.2458299890131952,0.0,0.2458299890131952,2,exact_id,,0.1774080464151797,1.0,0.3026286822552411,0.5297732782340628,0.4867959504106565,True,SELECTED_GREEDY,greedy selection by descending priority_score,725.873391822835,,24,12.0,40
STOP_042,지정면_4번_임시정류장,37.405202,127.929423,지정면,True,True,True,True,2,0.2201680810642683,1,0.4183795103278991,303.88759441946263,0.2201680810642683,2,exact_id,,0.158888625840089,0.3516899975702634,0.2652141535828379,0.3608031127483215,0.33472280147348943,True,SELECTED_GREEDY,greedy selection by descending priority_score,695.4213175322658,,25,16.0,41
STOP_043,지정면_5번_임시정류장,37.39985,127.914597,지정면,False,True,True,False,1,0.0,0,0.1712113485454523,0.0,0.1712113485454523,2,exact_id,,0.0,1.0,0.193836254629342,0.3299090303496345,0.29691812731467104,True,SELECTED_GREEDY,greedy selection by descending priority_score,1438.4843218244057,,26,19.0,42
STOP_044,지정면_6번_임시정류장,37.396289,127.939335,지정면,True,True,True,True,2,0.2822185553449144,1,0.2822185553449144,0.0,0.2822185553449144,2,exact_id,,0.2036685709780026,1.0,0.355682456007192,0.5650832691102183,0.5185749421991965,True,SELECTED_GREEDY,greedy selection by descending priority_score,679.4729342385887,,27,10.0,43
